,code,nombre,candidatos,votos,perc,percAbs,mapa_scopes_scopeId,mapa_scopes_name,mapa_scopes_partidos_name,mapa_scopes_partidos_code
510,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",1.0,8.33,0.01,0000000000000000000000ca,Santa Cruz,FRENTE LIBER.AR,131
511,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",0.0,0.0,0.0,0000000000000000000000ca,Santa Cruz,FRENTE LIBER.AR,131
512,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",3.0,75.0,0.01,0000000000000000000000ca,Santa Cruz,PROYECTO JOVEN,94
513,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",1.0,25.0,0.01,0000000000000000000000ca,Santa Cruz,PROYECTO JOVEN,94
514,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",0.0,0.0,0.0,0000000000000000000000ca,Santa Cruz,PROYECTO JOVEN,94
515,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",4.0,100.0,0.01,0000000000000000000000ca,Santa Cruz,UNION DEL CENTRO DEMOCRATICO,20
516,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",646315.0,100.0,35.19,0000000000000000000000d4,Santa Fe,LA LIBERTAD AVANZA,135
517,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",369533.0,63.72,20.12,0000000000000000000000d4,Santa Fe,JUNTOS POR EL CAMBIO,132
518,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",210334.0,36.27,11.45,0000000000000000000000d4,Santa Fe,JUNTOS POR EL CAMBIO,132
519,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",301725.0,77.99,16.43,0000000000000000000000d4,Santa Fe,UNION POR LA PATRIA,134
520,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",85140.0,22.0,4.63,0000000000000000000000d4,Santa Fe,UNION POR LA PATRIA,134
521,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",67563.0,100.0,3.67,0000000000000000000000d4,Santa Fe,HACEMOS POR NUESTRO PAIS,133
522,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",21601.0,70.03,1.17,0000000000000000000000d4,Santa Fe,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
523,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",9244.0,29.96,0.5,0000000000000000000000d4,Santa Fe,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
524,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",25979.0,98.75,1.41,0000000000000000000000d4,Santa Fe,PRINCIPIOS Y VALORES,137
525,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",217.0,0.82,0.01,0000000000000000000000d4,Santa Fe,PRINCIPIOS Y VALORES,137
526,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",41.0,0.15,0.01,0000000000000000000000d4,Santa Fe,PRINCIPIOS Y VALORES,137
527,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",36.0,0.13,0.01,0000000000000000000000d4,Santa Fe,PRINCIPIOS Y VALORES,137
528,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",34.0,0.12,0.01,0000000000000000000000d4,Santa Fe,PRINCIPIOS Y VALORES,137
529,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",4468.0,66.75,0.24,0000000000000000000000d4,Santa Fe,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
530,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",2225.0,33.24,0.12,0000000000000000000000d4,Santa Fe,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
531,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",5606.0,100.0,0.3,0000000000000000000000d4,Santa Fe,MOVIMIENTO LIBRES DEL SUR,40
532,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",5554.0,100.0,0.3,0000000000000000000000d4,Santa Fe,MOVIMIENTO AL SOCIALISMO,13
533,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",2359.0,58.71,0.12,0000000000000000000000d4,Santa Fe,FRENTE LIBER.AR,131
534,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",853.0,21.22,0.04,0000000000000000000000d4,Santa Fe,FRENTE LIBER.AR,131
535,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",806.0,20.05,0.04,0000000000000000000000d4,Santa Fe,FRENTE LIBER.AR,131
536,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",3578.0,100.0,0.19,0000000000000000000000d4,Santa Fe,POLITICA OBRERA,92
537,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",2406.0,100.0,0.13,0000000000000000000000d4,Santa Fe,FRENTE PATRIOTA FEDERAL,95
538,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",2288.0,100.0,0.12,0000000000000000000000d4,Santa Fe,MOVIMIENTO DE ACCION VECINAL,57
539,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",1217.0,63.51,0.06,0000000000000000000000d4,Santa Fe,PROYECTO JOVEN,94
540,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",455.0,23.74,0.02,0000000000000000000000d4,Santa Fe,PROYECTO JOVEN,94
541,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",244.0,12.73,0.01,0000000000000000000000d4,Santa Fe,PROYECTO JOVEN,94
542,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",1218.0,100.0,0.06,0000000000000000000000d4,Santa Fe,UNION DEL CENTRO DEMOCRATICO,20
543,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",272293.0,97.05,51.71,0000000000000000000000de,Santiago del Estero,UNION POR LA PATRIA,134
544,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",8270.0,2.94,1.57,0000000000000000000000de,Santiago del Estero,UNION POR LA PATRIA,134
545,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",142042.0,100.0,26.97,0000000000000000000000de,Santiago del Estero,LA LIBERTAD AVANZA,135
546,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",31652.0,56.61,6.01,0000000000000000000000de,Santiago del Estero,JUNTOS POR EL CAMBIO,132
547,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",24260.0,43.38,4.6,0000000000000000000000de,Santiago del Estero,JUNTOS POR EL CAMBIO,132
548,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",10260.0,100.0,1.94,0000000000000000000000de,Santiago del Estero,MOVIMIENTO LIBRES DEL SUR,40
549,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",7605.0,100.0,1.44,0000000000000000000000de,Santiago del Estero,HACEMOS POR NUESTRO PAIS,133
550,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",2890.0,51.55,0.54,0000000000000000000000de,Santiago del Estero,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
551,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",2716.0,48.44,0.51,0000000000000000000000de,Santiago del Estero,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
552,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",1644.0,100.0,0.31,0000000000000000000000de,Santiago del Estero,MOVIMIENTO AL SOCIALISMO,13
553,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",731.0,57.1,0.13,0000000000000000000000de,Santiago del Estero,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
554,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",549.0,42.89,0.1,0000000000000000000000de,Santiago del Estero,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
555,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",1192.0,100.0,0.22,0000000000000000000000de,Santiago del Estero,POLITICA OBRERA,92
556,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",808.0,100.0,0.15,0000000000000000000000de,Santiago del Estero,MOVIMIENTO DE ACCION VECINAL,57
557,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",790.0,100.0,0.15,0000000000000000000000de,Santiago del Estero,FRENTE PATRIOTA FEDERAL,95
558,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",278.0,87.14,0.05,0000000000000000000000de,Santiago del Estero,FRENTE LIBER.AR,131
559,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",33.0,10.34,0.01,0000000000000000000000de,Santiago del Estero,FRENTE LIBER.AR,131
560,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",8.0,2.5,0.01,0000000000000000000000de,Santiago del Estero,FRENTE LIBER.AR,131
561,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",51.0,65.38,0.01,0000000000000000000000de,Santiago del Estero,PROYECTO JOVEN,94
562,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",23.0,29.48,0.01,0000000000000000000000de,Santiago del Estero,PROYECTO JOVEN,94
563,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",4.0,5.12,0.01,0000000000000000000000de,Santiago del Estero,PROYECTO JOVEN,94
564,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",11.0,84.61,0.01,0000000000000000000000de,Santiago del Estero,PRINCIPIOS Y VALORES,137
565,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",2.0,15.38,0.01,0000000000000000000000de,Santiago del Estero,PRINCIPIOS Y VALORES,137
566,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",0.0,0.0,0.0,0000000000000000000000de,Santiago del Estero,PRINCIPIOS Y VALORES,137
567,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",0.0,0.0,0.0,0000000000000000000000de,Santiago del Estero,PRINCIPIOS Y VALORES,137
568,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",0.0,0.0,0.0,0000000000000000000000de,Santiago del Estero,PRINCIPIOS Y VALORES,137
569,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",2.0,100.0,0.01,0000000000000000000000de,Santiago del Estero,UNION DEL CENTRO DEMOCRATICO,20
570,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",35697.0,100.0,35.28,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",LA LIBERTAD AVANZA,135
571,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",22786.0,76.97,22.52,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",UNION POR LA PATRIA,134
572,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",6814.0,23.02,6.73,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",UNION POR LA PATRIA,134
573,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",11704.0,55.61,11.56,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",JUNTOS POR EL CAMBIO,132
574,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",9341.0,44.38,9.23,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",JUNTOS POR EL CAMBIO,132
575,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",4315.0,100.0,4.26,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",HACEMOS POR NUESTRO PAIS,133
576,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",2074.0,76.72,2.05,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
577,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",629.0,23.27,0.62,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
578,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",1848.0,99.56,1.82,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,137
579,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",7.0,0.37,0.01,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,137
580,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",1.0,0.05,0.01,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,137
581,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",0.0,0.0,0.0,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,137
582,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",0.0,0.0,0.0,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PRINCIPIOS Y VALORES,137
583,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",842.0,100.0,0.83,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO AL SOCIALISMO,13
584,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",726.0,100.0,0.71,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",POLITICA OBRERA,92
585,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",676.0,100.0,0.66,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO LIBRES DEL SUR,40
586,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",479.0,100.0,0.47,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO DE ACCION VECINAL,57
587,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",16.0,64.0,0.01,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
588,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",9.0,36.0,0.01,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
589,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",12.0,100.0,0.01,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE PATRIOTA FEDERAL,95
590,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",6.0,85.71,0.01,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PROYECTO JOVEN,94
591,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",1.0,14.28,0.01,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PROYECTO JOVEN,94
592,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",0.0,0.0,0.0,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",PROYECTO JOVEN,94
593,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",7.0,100.0,0.01,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",UNION DEL CENTRO DEMOCRATICO,20
594,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",6.0,100.0,0.01,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE LIBER.AR,131
595,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",0.0,0.0,0.0,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE LIBER.AR,131
596,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",0.0,0.0,0.0,0000000000000000000000f2,"Tierra del Fuego, Antártida e Islas del Atlántico Sur",FRENTE LIBER.AR,131
597,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",342681.0,100.0,35.95,0000000000000000000000e8,Tucumán,LA LIBERTAD AVANZA,135
598,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",279766.0,89.35,29.34,0000000000000000000000e8,Tucumán,UNION POR LA PATRIA,134
599,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",33319.0,10.64,3.49,0000000000000000000000e8,Tucumán,UNION POR LA PATRIA,134
600,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",104824.0,50.64,10.99,0000000000000000000000e8,Tucumán,JUNTOS POR EL CAMBIO,132
601,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",102145.0,49.35,10.71,0000000000000000000000e8,Tucumán,JUNTOS POR EL CAMBIO,132
602,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",10118.0,63.12,1.06,0000000000000000000000e8,Tucumán,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
603,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",5911.0,36.87,0.62,0000000000000000000000e8,Tucumán,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
604,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",15445.0,100.0,1.62,0000000000000000000000e8,Tucumán,MOVIMIENTO LIBRES DEL SUR,40
605,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",11302.0,100.0,1.18,0000000000000000000000e8,Tucumán,HACEMOS POR NUESTRO PAIS,133
606,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",3349.0,100.0,0.35,0000000000000000000000e8,Tucumán,POLITICA OBRERA,92
607,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",1625.0,50.7,0.17,0000000000000000000000e8,Tucumán,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
608,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",1580.0,49.29,0.16,0000000000000000000000e8,Tucumán,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
609,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",2971.0,100.0,0.31,0000000000000000000000e8,Tucumán,MOVIMIENTO AL SOCIALISMO,13
610,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",2889.0,100.0,0.3,0000000000000000000000e8,Tucumán,FRENTE PATRIOTA FEDERAL,95
611,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",1956.0,93.18,0.2,0000000000000000000000e8,Tucumán,PRINCIPIOS Y VALORES,137
612,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",66.0,3.14,0.01,0000000000000000000000e8,Tucumán,PRINCIPIOS Y VALORES,137
613,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",51.0,2.42,0.01,0000000000000000000000e8,Tucumán,PRINCIPIOS Y VALORES,137
614,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",16.0,0.76,0.01,0000000000000000000000e8,Tucumán,PRINCIPIOS Y VALORES,137
615,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",10.0,0.47,0.01,0000000000000000000000e8,Tucumán,PRINCIPIOS Y VALORES,137
616,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",1972.0,100.0,0.2,0000000000000000000000e8,Tucumán,MOVIMIENTO DE ACCION VECINAL,57
617,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",286.0,55.64,0.03,0000000000000000000000e8,Tucumán,FRENTE LIBER.AR,131
618,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",138.0,26.84,0.01,0000000000000000000000e8,Tucumán,FRENTE LIBER.AR,131
619,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",90.0,17.5,0.01,0000000000000000000000e8,Tucumán,FRENTE LIBER.AR,131
620,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",23.0,50.0,0.01,0000000000000000000000e8,Tucumán,PROYECTO JOVEN,94
621,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",17.0,36.95,0.01,0000000000000000000000e8,Tucumán,PROYECTO JOVEN,94
622,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",6.0,13.04,0.01,0000000000000000000000e8,Tucumán,PROYECTO JOVEN,94
623,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",33.0,100.0,0.01,0000000000000000000000e8,Tucumán,UNION DEL CENTRO DEMOCRATICO,20
