,code,nombre,candidatos,votos,perc,percAbs,mapa_scopes_scopeId,mapa_scopes_name,mapa_scopes_partidos_name,mapa_scopes_partidos_code
250,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",839.0,100.0,0.19,000000000000000000000066,Jujuy,MOVIMIENTO DE ACCION VECINAL,57
251,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",281.0,68.03,0.06,000000000000000000000066,Jujuy,FRENTE LIBER.AR,131
252,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",115.0,27.84,0.02,000000000000000000000066,Jujuy,FRENTE LIBER.AR,131
253,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",17.0,4.11,0.01,000000000000000000000066,Jujuy,FRENTE LIBER.AR,131
254,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",13.0,61.9,0.01,000000000000000000000066,Jujuy,PROYECTO JOVEN,94
255,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",6.0,28.57,0.01,000000000000000000000066,Jujuy,PROYECTO JOVEN,94
256,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",2.0,9.52,0.01,000000000000000000000066,Jujuy,PROYECTO JOVEN,94
257,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",5.0,100.0,0.01,000000000000000000000066,Jujuy,UNION DEL CENTRO DEMOCRATICO,20
258,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",66280.0,100.0,32.77,000000000000000000000070,La Pampa,LA LIBERTAD AVANZA,135
259,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",32488.0,56.61,16.06,000000000000000000000070,La Pampa,JUNTOS POR EL CAMBIO,132
260,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",24899.0,43.38,12.31,000000000000000000000070,La Pampa,JUNTOS POR EL CAMBIO,132
261,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",45208.0,79.4,22.35,000000000000000000000070,La Pampa,UNION POR LA PATRIA,134
262,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",11726.0,20.59,5.79,000000000000000000000070,La Pampa,UNION POR LA PATRIA,134
263,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",7504.0,100.0,3.71,000000000000000000000070,La Pampa,HACEMOS POR NUESTRO PAIS,133
264,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",2556.0,69.17,1.26,000000000000000000000070,La Pampa,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
265,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",1139.0,30.82,0.56,000000000000000000000070,La Pampa,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
266,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",1408.0,98.39,0.69,000000000000000000000070,La Pampa,PRINCIPIOS Y VALORES,137
267,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",15.0,1.04,0.01,000000000000000000000070,La Pampa,PRINCIPIOS Y VALORES,137
268,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",8.0,0.55,0.01,000000000000000000000070,La Pampa,PRINCIPIOS Y VALORES,137
269,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",0.0,0.0,0.0,000000000000000000000070,La Pampa,PRINCIPIOS Y VALORES,137
270,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",0.0,0.0,0.0,000000000000000000000070,La Pampa,PRINCIPIOS Y VALORES,137
271,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",1133.0,100.0,0.56,000000000000000000000070,La Pampa,MOVIMIENTO AL SOCIALISMO,13
272,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",1000.0,100.0,0.49,000000000000000000000070,La Pampa,MOVIMIENTO LIBRES DEL SUR,40
273,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",756.0,100.0,0.37,000000000000000000000070,La Pampa,POLITICA OBRERA,92
274,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",643.0,85.84,0.31,000000000000000000000070,La Pampa,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
275,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",106.0,14.15,0.05,000000000000000000000070,La Pampa,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
276,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",578.0,100.0,0.28,000000000000000000000070,La Pampa,FRENTE PATRIOTA FEDERAL,95
277,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",447.0,100.0,0.22,000000000000000000000070,La Pampa,MOVIMIENTO DE ACCION VECINAL,57
278,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",162.0,95.29,0.08,000000000000000000000070,La Pampa,FRENTE LIBER.AR,131
279,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",7.0,4.11,0.01,000000000000000000000070,La Pampa,FRENTE LIBER.AR,131
280,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",1.0,0.58,0.01,000000000000000000000070,La Pampa,FRENTE LIBER.AR,131
281,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",23.0,100.0,0.01,000000000000000000000070,La Pampa,UNION DEL CENTRO DEMOCRATICO,20
282,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",4.0,100.0,0.01,000000000000000000000070,La Pampa,PROYECTO JOVEN,94
283,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",0.0,0.0,0.0,000000000000000000000070,La Pampa,PROYECTO JOVEN,94
284,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",0.0,0.0,0.0,000000000000000000000070,La Pampa,PROYECTO JOVEN,94
285,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",69607.0,100.0,36.42,00000000000000000000007a,La Rioja,LA LIBERTAD AVANZA,135
286,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",53814.0,89.45,28.16,00000000000000000000007a,La Rioja,UNION POR LA PATRIA,134
287,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",6346.0,10.54,3.32,00000000000000000000007a,La Rioja,UNION POR LA PATRIA,134
288,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",20483.0,52.98,10.71,00000000000000000000007a,La Rioja,JUNTOS POR EL CAMBIO,132
289,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",18176.0,47.01,9.51,00000000000000000000007a,La Rioja,JUNTOS POR EL CAMBIO,132
290,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",13371.0,100.0,6.99,00000000000000000000007a,La Rioja,HACEMOS POR NUESTRO PAIS,133
291,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",1122.0,60.03,0.58,00000000000000000000007a,La Rioja,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
292,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",747.0,39.96,0.39,00000000000000000000007a,La Rioja,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
293,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",723.0,100.0,0.37,00000000000000000000007a,La Rioja,MOVIMIENTO LIBRES DEL SUR,40
294,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",564.0,100.0,0.29,00000000000000000000007a,La Rioja,MOVIMIENTO AL SOCIALISMO,13
295,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",484.0,100.0,0.25,00000000000000000000007a,La Rioja,UNION DEL CENTRO DEMOCRATICO,20
296,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",428.0,98.61,0.22,00000000000000000000007a,La Rioja,PRINCIPIOS Y VALORES,137
297,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",6.0,1.38,0.01,00000000000000000000007a,La Rioja,PRINCIPIOS Y VALORES,137
298,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",0.0,0.0,0.0,00000000000000000000007a,La Rioja,PRINCIPIOS Y VALORES,137
299,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",0.0,0.0,0.0,00000000000000000000007a,La Rioja,PRINCIPIOS Y VALORES,137
300,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",0.0,0.0,0.0,00000000000000000000007a,La Rioja,PRINCIPIOS Y VALORES,137
301,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",432.0,100.0,0.22,00000000000000000000007a,La Rioja,FRENTE PATRIOTA FEDERAL,95
302,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",426.0,100.0,0.22,00000000000000000000007a,La Rioja,POLITICA OBRERA,92
303,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",335.0,92.28,0.17,00000000000000000000007a,La Rioja,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
304,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",28.0,7.71,0.01,00000000000000000000007a,La Rioja,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
305,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",336.0,100.0,0.17,00000000000000000000007a,La Rioja,MOVIMIENTO DE ACCION VECINAL,57
306,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",54.0,78.26,0.02,00000000000000000000007a,La Rioja,FRENTE LIBER.AR,131
307,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",15.0,21.73,0.01,00000000000000000000007a,La Rioja,FRENTE LIBER.AR,131
308,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",0.0,0.0,0.0,00000000000000000000007a,La Rioja,FRENTE LIBER.AR,131
309,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",6.0,60.0,0.01,00000000000000000000007a,La Rioja,PROYECTO JOVEN,94
310,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",4.0,40.0,0.01,00000000000000000000007a,La Rioja,PROYECTO JOVEN,94
311,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",0.0,0.0,0.0,00000000000000000000007a,La Rioja,PROYECTO JOVEN,94
312,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",466437.0,100.0,44.8,000000000000000000000084,Mendoza,LA LIBERTAD AVANZA,135
313,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",229636.0,78.08,22.05,000000000000000000000084,Mendoza,JUNTOS POR EL CAMBIO,132
314,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",64441.0,21.91,6.18,000000000000000000000084,Mendoza,JUNTOS POR EL CAMBIO,132
315,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",140766.0,80.19,13.52,000000000000000000000084,Mendoza,UNION POR LA PATRIA,134
316,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",34756.0,19.8,3.33,000000000000000000000084,Mendoza,UNION POR LA PATRIA,134
317,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",24852.0,79.01,2.38,000000000000000000000084,Mendoza,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
318,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",6600.0,20.98,0.63,000000000000000000000084,Mendoza,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
319,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",15566.0,100.0,1.49,000000000000000000000084,Mendoza,MOVIMIENTO LIBRES DEL SUR,40
320,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",13858.0,100.0,1.33,000000000000000000000084,Mendoza,HACEMOS POR NUESTRO PAIS,133
321,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",7182.0,98.31,0.68,000000000000000000000084,Mendoza,PRINCIPIOS Y VALORES,137
322,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",43.0,0.58,0.01,000000000000000000000084,Mendoza,PRINCIPIOS Y VALORES,137
323,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",32.0,0.43,0.01,000000000000000000000084,Mendoza,PRINCIPIOS Y VALORES,137
324,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",26.0,0.35,0.01,000000000000000000000084,Mendoza,PRINCIPIOS Y VALORES,137
325,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",22.0,0.3,0.01,000000000000000000000084,Mendoza,PRINCIPIOS Y VALORES,137
326,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",3986.0,100.0,0.38,000000000000000000000084,Mendoza,MOVIMIENTO AL SOCIALISMO,13
327,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",2284.0,59.85,0.21,000000000000000000000084,Mendoza,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
328,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",1532.0,40.14,0.14,000000000000000000000084,Mendoza,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
329,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",3416.0,100.0,0.32,000000000000000000000084,Mendoza,MOVIMIENTO DE ACCION VECINAL,57
330,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",3041.0,100.0,0.29,000000000000000000000084,Mendoza,POLITICA OBRERA,92
331,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",2588.0,100.0,0.24,000000000000000000000084,Mendoza,FRENTE PATRIOTA FEDERAL,95
332,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",101.0,100.0,0.01,000000000000000000000084,Mendoza,UNION DEL CENTRO DEMOCRATICO,20
333,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",42.0,70.0,0.01,000000000000000000000084,Mendoza,FRENTE LIBER.AR,131
334,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",17.0,28.33,0.01,000000000000000000000084,Mendoza,FRENTE LIBER.AR,131
335,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",1.0,1.66,0.01,000000000000000000000084,Mendoza,FRENTE LIBER.AR,131
336,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",41.0,91.11,0.01,000000000000000000000084,Mendoza,PROYECTO JOVEN,94
337,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",4.0,8.88,0.01,000000000000000000000084,Mendoza,PROYECTO JOVEN,94
338,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",0.0,0.0,0.0,000000000000000000000084,Mendoza,PROYECTO JOVEN,94
339,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",277899.0,100.0,43.03,00000000000000000000008e,Misiones,LA LIBERTAD AVANZA,135
340,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",157074.0,89.56,24.32,00000000000000000000008e,Misiones,UNION POR LA PATRIA,134
341,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",18296.0,10.43,2.83,00000000000000000000008e,Misiones,UNION POR LA PATRIA,134
342,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",82456.0,67.29,12.76,00000000000000000000008e,Misiones,JUNTOS POR EL CAMBIO,132
343,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",40072.0,32.7,6.2,00000000000000000000008e,Misiones,JUNTOS POR EL CAMBIO,132
344,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",4964.0,57.22,0.76,00000000000000000000008e,Misiones,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
345,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",3710.0,42.77,0.57,00000000000000000000008e,Misiones,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
346,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",8610.0,100.0,1.33,00000000000000000000008e,Misiones,HACEMOS POR NUESTRO PAIS,133
347,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",4740.0,100.0,0.73,00000000000000000000008e,Misiones,MOVIMIENTO LIBRES DEL SUR,40
348,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",3938.0,97.4,0.6,00000000000000000000008e,Misiones,PRINCIPIOS Y VALORES,137
349,3015,5E- LABORISTA,"['PAULA LORENA ARIAS', 'WALTER VERA']",36.0,0.89,0.01,00000000000000000000008e,Misiones,PRINCIPIOS Y VALORES,137
350,3012,2B- TRANSFORMAR,"['ELIODORO MARTINEZ', 'VICENTE SOUTO']",30.0,0.74,0.01,00000000000000000000008e,Misiones,PRINCIPIOS Y VALORES,137
351,3014,4D- GENTE DE TRABAJO,"['CARINA PAOLA BARTOLINI', 'MABEL GOMEZ']",25.0,0.61,0.01,00000000000000000000008e,Misiones,PRINCIPIOS Y VALORES,137
352,3013,3C- TRES BANDERAS,"['JORGE EDUARDO OLIVER', 'EZEQUIEL BRITOS SAN MARTIN']",14.0,0.34,0.01,00000000000000000000008e,Misiones,PRINCIPIOS Y VALORES,137
353,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",3704.0,100.0,0.57,00000000000000000000008e,Misiones,MOVIMIENTO AL SOCIALISMO,13
354,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",3054.0,100.0,0.47,00000000000000000000008e,Misiones,POLITICA OBRERA,92
355,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",3051.0,100.0,0.47,00000000000000000000008e,Misiones,FRENTE PATRIOTA FEDERAL,95
356,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",1947.0,100.0,0.3,00000000000000000000008e,Misiones,MOVIMIENTO DE ACCION VECINAL,57
357,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",1039.0,66.09,0.16,00000000000000000000008e,Misiones,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
358,3026,A- DIGNIDAD,"['RAUL ANIBAL CASTELLS', 'ADRIANA REINOSO']",533.0,33.9,0.08,00000000000000000000008e,Misiones,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
359,3002,A- DEMOS,"['NAZARENO GABRIEL ETCHEPARE', 'FERNANDO LORENZO']",183.0,41.97,0.02,00000000000000000000008e,Misiones,FRENTE LIBER.AR,131
360,3003,B- RECONQUISTA,"['RAMIRO EDUARDO VASENA', 'VICTOR LAGONEGRO']",135.0,30.96,0.02,00000000000000000000008e,Misiones,FRENTE LIBER.AR,131
361,3004,C- ANTICORRUPCIÓN,"['JULIO DONATO BARBARO', 'RAMONA PUCHETA']",118.0,27.06,0.01,00000000000000000000008e,Misiones,FRENTE LIBER.AR,131
362,3022,A- COALICION PAZ DEMOCRACIA SOBERANIA,"['OSCAR ALFREDO RAMON GIARDINELLI', 'BARBARA MARA SOLERNOU GALLARDO']",62.0,57.94,0.01,00000000000000000000008e,Misiones,PROYECTO JOVEN,94
363,3023,B- PATRIA UNIDA,"['MARTIN MIGUEL AYERBE ORTIZ', 'HUGO MAURICIO EZEQUIEL RODRIGUEZ']",26.0,24.29,0.01,00000000000000000000008e,Misiones,PROYECTO JOVEN,94
364,3024,C- TODEX,"['REINA XIOMARA IBAÑEZ', 'GONZALO RODRIGO IBARRA']",19.0,17.75,0.01,00000000000000000000008e,Misiones,PROYECTO JOVEN,94
365,3018,A- APERTURA LIBERAL ARGENTINA,"['ANDRES GABRIEL PASSAMONTI', 'PAMELA FERNANDEZ']",54.0,100.0,0.01,00000000000000000000008e,Misiones,UNION DEL CENTRO DEMOCRATICO,20
366,3016,A- LIBERTAD POR SIEMPRE,"['JAVIER GERARDO MILEI', 'VICTORIA VILLARRUEL']",156147.0,100.0,39.04,000000000000000000000098,Neuquén,LA LIBERTAD AVANZA,135
367,3008,B- LA FUERZA DEL CAMBIO,"['PATRICIA BULLRICH', 'LUIS PETRI']",57819.0,63.35,14.45,000000000000000000000098,Neuquén,JUNTOS POR EL CAMBIO,132
368,3007,A- EL CAMBIO DE NUESTRAS VIDAS,"['HORACIO ANTONIO RODRIGUEZ LARRETA', 'GERARDO MORALES']",33444.0,36.64,8.36,000000000000000000000098,Neuquén,JUNTOS POR EL CAMBIO,132
369,3005,A- CELESTE Y BLANCA,"['SERGIO TOMAS MASSA', 'AGUSTIN ROSSI']",57483.0,72.74,14.37,000000000000000000000098,Neuquén,UNION POR LA PATRIA,134
370,3006,B- JUSTA Y SOBERANA,"['JUAN GRABOIS', 'PAULA ABAL MEDINA']",21541.0,27.25,5.38,000000000000000000000098,Neuquén,UNION POR LA PATRIA,134
371,3009,A- UNIR Y FORTALECER LA IZQUIERDA,"['MYRIAM TERESA BREGMAN', 'NICOLAS DEL CAÑO']",13715.0,72.77,3.42,000000000000000000000098,Neuquén,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
372,3010,B- UNIDAD DE LUCHADORES Y LA IZQUIERDA,"['GABRIEL ESTEBAN SOLANO', 'VILMA RIPOLL']",5132.0,27.22,1.28,000000000000000000000098,Neuquén,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,136
373,3019,A- AZUL Y ROJO,"['JESUS ARNALDO ESCOBAR', 'MARIANELLA LEZAMA HID']",13064.0,100.0,3.26,000000000000000000000098,Neuquén,MOVIMIENTO LIBRES DEL SUR,40
374,3001,A- HACEMOS,"['JUAN SCHIARETTI', 'FLORENCIO RANDAZZO']",7038.0,100.0,1.75,000000000000000000000098,Neuquén,HACEMOS POR NUESTRO PAIS,133
375,3011,"1A- TIERRA, TECHO  Y TRABAJO","['MARIO GUILLERMO MORENO', 'LEONARDO RUBEN FABRE']",4232.0,100.0,1.05,000000000000000000000098,Neuquén,PRINCIPIOS Y VALORES,137
376,3017,A- IZQUIERDA ANTICAPITALISTA,"['MANUELA JIMENA CASTAÑEIRA', 'LUCAS RUIZ']",3053.0,100.0,0.76,000000000000000000000098,Neuquén,MOVIMIENTO AL SOCIALISMO,13
377,3020,A- UNIDAD OBRERA,"['MARCELO ARMANDO RAMAL', 'PATRICIA URONES']",2024.0,100.0,0.5,000000000000000000000098,Neuquén,POLITICA OBRERA,92
378,3021,A- PRIMERO LA PATRIA,"['ALEJANDRO CESAR BIONDINI', 'MARIEL AVENDAÑO']",1851.0,100.0,0.46,000000000000000000000098,Neuquén,FRENTE PATRIOTA FEDERAL,95
379,3027,B- CONFEDERAL,"['GABRIEL SANTIAGO CÚNEO', 'GUSTAVO BARRANCO']",1612.0,100.0,0.4,000000000000000000000098,Neuquén,MOVIMIENTO IZQUIERDA JUVENTUD Y DIGNIDAD,90
380,3025,A- COMPROMISO VECINAL,"['RAUL HUMBERTO ALBARRACIN', 'SERGIO PASTORE']",1268.0,100.0,0.31,000000000000000000000098,Neuquén,MOVIMIENTO DE ACCION VECINAL,57
