AP,Nombre_lista,Tipo_eleccion,Distrito,Cargo,Subcategoria Cargo,Posicion,Precandidatura,Genero,Edad
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,22,ALEJANDRO DAMIAN AGUIRRE,M,40
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,23,NELIDA SOTELO,F,62
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,24,ADOLFO FABIAN FRAY,M,47
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,25,ROSA DEL VALLE CECILIA ROMERO,F,44
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,26,BRIAN MAXIMILIANO DAVID MANSILLA,M,29
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,27,MARIA ALEJANDRA CHAVES,F,32
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,28,CRISTIAN JAVIER GAETE,M,53
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,29,PAOLA SOLEDAD GARAY,F,41
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,30,JUAN CARLOS BENITEZ,M,43
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,31,GRISELDA CRISTAL ALANIZ,F,26
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,32,NEMESIO OSCAR NORIEGA,M,61
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,33,SILVIA AMIRA DE LOS ANGELES BUSTOS,F,31
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,34,EMANUEL ADRIAN LEGUIZA,M,38
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,35,DAIANA LOURDES ALVAREZ,F,30
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,1,DAVID ANGEL MUSICARELLI,M,40
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,2,CAROLINA LILIAN RIVAROLA,F,32
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,3,EMILIANO JOSE MARIA MUÑOZ,M,29
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,4,MIRTA ESMIR RODRIGUEZ,F,75
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,5,DARIO LUIS TULA,M,45
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,6,ROMINA LUJAN GUZMAN,F,32
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,PARLAMENTARIOS DEL MERCOSUR,TITULAR,1,ISIDRO JOSE ZALDUA,M,76
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,STELLA MARIS DENEVI,F,64
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,JUAN JOSE DOS SANTOS CLAUDIO,M,50
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,SENADORES NACIONALES,TITULARES,1,LUIS IGNACIO ASTORGA,M,39
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,SENADORES NACIONALES,TITULARES,2,ANTONIA SOTELO,F,55
BUENOS AIRES PRIMERO (BAP),LISTA UNICA,DISTRITAL,BUENOS AIRES,SENADORES NACIONALES,SUPLENTES,1,GONZALO MARTIN ISASMENDI,M,32
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,1,CLAUDIO SCARAVAGLIONE,M,56
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,2,FABIANA BEATRIZ GARCIA,F,58
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,3,MANUEL HECTOR SANCHEZ,M,51
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,4,MABEL LIDIA REY,F,48
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,5,DOMINGO ENRIQUE NIEVA,M,64
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,6,LAURA CRISTINA JANNER,F,43
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,7,DARIO EDGARDO ARIAS,M,52
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,8,SOLANGE NOELIA CAAMAÑO,F,39
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,9,DEMETRIO BENITEZ,M,66
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,10,MIRIAN FABIANA MOVIA,F,53
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,11,CARLOS SALSEIN ROMAN,M,57
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,12,MARÍA CRISTINA CARREIRAS,F,63
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,13,PEDRO ALBERTO NIEVA,M,39
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,14,MARTA BEATRIZ GAYONE,F,77
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,15,ALEJANDRO RODRIGO FERNANDEZ,M,53
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,16,PAULA FLORENCIA SURIANI,F,53
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,17,GASTON NAHUEL SOSA,M,35
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,18,YAMILA LORENA CASTELLANOS,F,32
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,19,ALBERTO MARTIN D' IGNAZI,M,50
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,20,DEBORAH ELIZABETH NIEVA,F,46
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,21,CARLOS ENRIQUE ROLON,M,37
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,22,MARIA GIMENA SISTERNA,F,36
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,23,RICARDO JAVIER CISNEROS,M,43
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,24,CARMEN ROSA ECHEVERRIA,F,57
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,25,NESTOR FABIAN CARRION,M,36
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,26,FELICIA ESTER MONTIEL,F,50
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,27,HUGO ALFREDO CISNEROS,M,68
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,28,LUCIANA PRISCILA ORTIGOZA,F,28
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,29,ROBERTO MANUEL CABALLERO,M,40
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,30,CINTIA GISELLE LUCERO,F,40
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,31,ALBERTO DANIEL BARRIENTOS,M,32
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,32,CINTIA VANESA GONZALEZ,F,33
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,33,LEANDRO DAVID GAUNA,M,29
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,34,ANALIA BELEN SANCHEZ,F,37
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,35,CRISTIAN BERNARDO HERZOG,M,60
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,PARLAMENTARIOS DEL MERCOSUR,TITULAR,1,JOSE ANDRES ECHEVERRIA,M,58
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,SANDRA ELISABET ESQUIVEL,F,49
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,RAUL RICARDO LEMOS,M,34
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,SENADORES NACIONALES,TITULARES,1,MARIA ANGELICA GALVEZ,F,59
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,SENADORES NACIONALES,TITULARES,2,ALFREDO ANTONIO TOJO,M,67
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,SENADORES NACIONALES,SUPLENTES,1,MAIRA GUADALUPE FERNANDEZ,F,36
CONFIANZA PUBLICA,VALORES EN ACCION,DISTRITAL,BUENOS AIRES,SENADORES NACIONALES,SUPLENTES,2,CRISTIAN MARIO BIASOLI,M,44
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,1,FEDERICO GABRIEL MAGGIO,M,47
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,2,SILVIA ESTELA JAIME,F,59
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,3,DAVID JORGE KABOBEL,M,67
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,4,MARIA DIONISIA MARTINEZ,F,50
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,5,JORGE RAMON MARTINEZ,M,29
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,6,DANIELA ANGELA LOPEZ,F,38
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,7,JULIO PABLO JUAREZ,M,60
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,8,GRISELDA NAHIR FERREIRA,F,28
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,9,JUAN MANUEL PASCUAL GUERRIERI WELKER,M,44
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,10,LORENA INES ROLON,F,34
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,11,XAVIER NAHIR LLORET,M,30
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,12,ANDREA SOLEDAD JUAREZ,F,31
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,13,ALEJANDRO SERGIO AGUILAR,M,48
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,14,NATALIA LORELEY BRITEZ,F,28
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,15,MARTIN ALEJANDRO TAVERNA,M,46
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,16,ANALIA VERONICA BRAMUEL,F,49
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,17,DANIEL ALEJANDRO OCAMPOS,M,44
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,18,YAMILA SOLEDAD SUNSUNDEGUY,F,30
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,19,BRIAN LEONEL ALEJANDRO GOITIA,M,30
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,20,VIRGINIA PAOLA GALLARDO,F,41
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,21,MARCELO GABRIEL SOSA,M,48
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,22,NATALIA ABIGAIL ACUÑA,F,39
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,23,CLAUDIO ADAN MENDOZA,M,35
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,24,CARLA LILIAN GALLARDO,F,37
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,25,GERARDO ESTEBAN CUFRE,M,35
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,26,MARÍA CECILIA RAMÍREZ,F,29
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,27,ENZO FERNANDO SUNSUNDEGUY,M,26
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,28,MARIA DEL CARMEN DIAZ,F,53
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,29,ANDRES AVELINO CURIMA,M,65
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,30,MARIA NATALIA GOMEZ,F,29
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,31,JORGE LUIS MONZON,M,37
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,32,GISELA VANESA SANTILLAN,F,43
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,33,JONATHAN EDUARDO JARA,M,35
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,34,CINTIA PAOLA ARMOA,F,39
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,35,ENZO NICOLAS RODRIGUEZ,M,28
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,1,CLAUDIA SUSANA ROMERO,F,51
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,2,LEOPOLDO MIGLIORANZA,M,53
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,3,VERONICA OFELIA LOPEZ,F,36
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,4,CARLOS DARIO RAMIREZ,M,52
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,5,NANCY MABEL DIAZ,F,45
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,6,JONATAN GABRIEL BALCAZA,M,32
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,7,MARIA LAURA ROMERO,F,49
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,8,SEBASTIAN CRUZ FUNES,M,36
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,9,MARIA DEL CARMEN PALACIOS,F,51
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,10,FABIAN MATIAS MORAN,M,35
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,PARLAMENTARIOS DEL MERCOSUR,TITULAR,1,MARIA GABRIELA MONTIVERO,F,40
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,SEBASTIAN ALBERTO ANTICO,M,52
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,JESICA TAMARA CASTRO,F,41
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,SENADORES NACIONALES,TITULARES,1,HORACIO RAUL GHINAUDO,M,73
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,SENADORES NACIONALES,TITULARES,2,MONICA ALEJANDRA CURIMA,F,46
CONSTRUYENDO PORVENIR,CONSTRUYENDO FUTURO,DISTRITAL,BUENOS AIRES,SENADORES NACIONALES,SUPLENTES,1,MARCOS MARTÍN BONABELLO,M,47
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,1,EDUARDO RAUL LUDUEÑA,M,57
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,2,ROXANA MARIEL ACOSTA CORDOBA,F,32
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,3,GUSTAVO CARLOS GONZALEZ,M,56
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,4,FERNANDA MERCEDES AVALOS,F,41
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,5,JOSE VICENTE MERCADO,M,66
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,6,MIRTA GABRIELA VERA,F,49
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,7,JUAN ANDRES SOTELO,M,69
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,8,MONICA BEATRIZ VARGAS,F,48
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,9,WALTER ALBERTO RODRIGUEZ,M,49
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,10,JESICA NATALIA MAZA,F,41
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,11,OSCAR MAURO DEL ROSARIO PEREZ,M,46
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,12,LORENA GUADALUPE LEZCANO,F,46
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,13,OSCAR GABRIEL CORRADI,M,59
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,14,MARIA DOMINGA PEREZ,F,66
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,15,LEONARDO ANGEL COLPACHY,M,35
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,16,NADIA ELIANA HERRERA,F,39
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,17,LUIS ALEJANDRO MEDINA,M,54
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,18,REBECA IVONE JIMENEZ,F,39
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,19,PABLO DAMIAN RODRIGUEZ,M,41
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,20,ANGELICA SUSANA CHAUMONT,F,43
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,21,ALFREDO GUILLERMO PALACIOS,M,53
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,22,MIRIAM ESTHER BRUNO,F,60
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,23,VICTOR AGUSTIN TOLOZA,M,63
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,24,SOL MACARENA MENDEZ,F,26
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,DISTRITAL,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,25,LEONARDO FABIAN CID,M,44
