AP,Nombre_lista,Tipo_eleccion,Distrito,Cargo,Subcategoria Cargo,Posicion,Precandidatura,Genero,Edad
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,11,PAOLA ELIZABETH OYOLA,F,37
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,12,FIDEL GABRIEL SALAZAR MENDEZ,M,27
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,13,AGUSTINA NOELIA DAVALOS CUBAS,F,28
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,14,LUIS ANGEL GIL,M,44
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,15,GIMENA DE LOS ANGELES PISTAN,F,26
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,16,CARLOS SAUL FARIAS,M,33
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,17,MARCIA MARLENE OVANDO,F,32
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,18,ALEJANDRO EZEQUIEL ASTUDILLO,M,35
MOVIMIENTO LIBRES DEL SUR,AZUL Y ROJO,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,19,ROCIO MAGDALENA TORRES,F,25
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,1,NESTOR HORACIO CORREA,M,77
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,2,ELENA FLORIN,F,72
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,3,CHRISTIAN ALEJANDRO MIGUEZ,M,50
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,4,ERICA MAGALI MAZA,F,27
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,5,AGUSTIN FERNANDEZ,M,29
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,6,MARIA PAULA RETAMBAY,F,44
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,7,MARTIN IÑAKI ALDASORO,M,41
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,8,SANDRA ETELVINA REVOLERO,F,46
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,9,MARIO EDUARDO COUTOUNE,M,66
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,10,MARILIN GOMEZ,F,43
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,11,ALDO GABRIEL GARCIA,M,52
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,12,DAYANA ABIGAIL YAPURA,F,29
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,13,GONZALO ALEJO FERNANDEZ,M,33
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,14,MYRIAM ALVAREZ,F,53
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,15,JUAN CRUZ MONDINO,M,29
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,16,SILVIA LEONOR DIAZ,F,50
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,17,GERMAN LAVINI,M,45
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,18,LAURA YANINA MAIHUA,F,31
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,19,GUSTAVO JESUS FENOY,M,49
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,STELLA MARIS GIUDICE,F,60
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,EDMUNDO ENRIQUE FINKELSTEIN,M,75
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,3,BARBARA ESTELA COLQUI,F,45
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,4,BRUNO MARTIN CORZO,M,35
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,5,ALICIA ANDREA ESCUDERO,F,60
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,6,BRIAN MURPHY ARMANDO,M,41
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,7,MARIA NAZARIA PEDERSEN,F,48
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,8,CLAUDIO BENICIO GIMENEZ,M,39
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,9,LAURA SILVINA ALONSO HERRERA,F,47
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,10,FRANCO BOZZANI,M,31
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,11,RAMONA JOSEFA ROMERO,F,64
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,12,MIGUEL ANGEL MARTORELL,M,74
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,13,VICTORIA MENDEZ TORREZ,F,38
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,14,JORGE EDUARDO SUELDO,M,56
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,15,SOFIA IRENE MENNA,F,30
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,16,JOSE ALBERTO FIGUEROA,M,62
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,17,MIRNA ELAINE MARTENS,F,62
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,18,LUIS RODOLFO RAUL CANALIS,M,48
POLíTICA OBRERA,A UNIDAD OBRERA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,19,ADRIANA NOEMI ANDINO,F,43
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,1,PABLO MARON CHALLU,M,80
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,2,ELIZABETH BEATRIZ BENITEZ,F,58
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,3,GABRIEL ROBLES,M,43
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,4,MARIA DEL CARMEN CARLINI,F,43
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,5,MAURICIO DOMINGO STOESSEL,M,41
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,6,CAROLINA VERONICA BOBROWSKI,F,45
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,7,JUAN PABLO AVEGGIO,M,35
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,8,NELIDA NIEVES ROJAS,F,68
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,9,CARLOS ALBERTO BOTTARO,M,75
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,10,NATALIA JESICA GERINGER,F,42
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,11,LUIS ALBERTO SEGOVIA,M,61
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,12,ADA JACQUELINE JANDAR CARTES,F,52
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,13,LUIS BENJAMIN BURGOS,M,46
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,14,ANA CAROLINA PONT,F,53
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,15,NICOLAS JAVIER FAYAD,M,34
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,16,NAHIR MAGALI MONZON,F,29
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,17,JAVIER JOSE RAMON THEA,M,34
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,18,BETTINA MONICA ROMERO,F,58
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,19,GUSTAVO HERNAN TURKIENICZ,M,46
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,LAURA GABRIELA URDANGARIZ,F,50
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,NORBERTO WALTER RUIZ,M,50
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,3,MIRTHA GRACIELA GOMEZ GIMENEZ,F,56
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,4,LUIS ALBERTO VIERA,M,41
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,5,VERONICA ALEJANDRA BRANDÁN,F,36
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,6,FEDERICO JULIAN GOMEZ,M,29
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,7,VERONICA NOEMI AZAME,F,32
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,8,MAXIMILIANO HECTOR PINFFERE,M,44
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,9,NANCI RAQUEL LUGO,F,54
PRINCIPIOS Y VALORES,"1A TIERRA, TECHO Y TRABAJO",NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,10,FERNANDO GABRIEL TALAMONA,M,30
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,1,GABRIELA VICTORIA GOMEZ,F,51
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,2,DIEGO HORACIO MORETTI,M,50
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,3,VIVIANA ANDREA DE STEFANO,F,48
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,4,FERNANDO PABLO NEMIÑA,M,54
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,5,LILIANA BEATRIZ ACOSTA,F,60
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,6,ALAN CLAUDIO ALEGRE,M,31
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,7,CLAUDIA MICAELA AYALA,F,45
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,8,JOSE OMAR PAZ,M,35
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,9,SANDRA ALEJANDRA CHOQUE,F,44
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,10,SEBASTIAN RICARDO MAIDANA,M,38
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,11,MARIA ISABEL CUENCA,F,52
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,12,CLAUDIO ALBERTO FULLES,M,61
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,13,INES TERESA AHUMADA,F,48
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,14,JONATAN FABIAN CAMPOS,M,35
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,15,VERONICA FLEITAS,F,53
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,16,HECTOR LUCAS YBASCA,M,43
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,17,PAULA GISELA CAVEZA,F,38
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,18,FERNANDO JAVIER RIOS,M,40
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,19,CLARA LUCI TOLOZA,F,55
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,ALBERTO ORLANDO FURNARI,M,38
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,ROMINA TESSITORE,F,41
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,3,ADAN IVAN OLIVETTI,M,35
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,4,FERNANDA SOLEDAD TAPIA,F,44
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,5,DAVID EZEQUIEL TAMAY,M,39
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,6,EMILCE JUDITH GARCIA,F,28
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,7,RICARDO DANIEL SANABRIA,M,40
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,8,MARINA JULIETA BENITEZ,F,48
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,9,DANIEL OMAR TABORDA,M,42
PRINCIPIOS Y VALORES,2B TRANSFORMAR,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,10,DAIANA GISELA CARDOZO,F,31
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,1,ROMINA ANDREA ACOSTA,F,35
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,2,MARIO ESTEBAN ALDERETE,M,43
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,3,SABRINA DAIANA OJEDA,F,27
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,4,JUAN DE JESÚS CABRERA,M,49
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,5,ALEXIS SOLANGE VIDAL,F,30
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,6,CRISTIAN FABIAN ALLENDE,M,46
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,7,LEONELA MARIEL MAIDANA,F,34
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,8,CLAUDIO MARCELO DIAZ,M,52
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,9,MALI MELANIA ALDERETE,F,40
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,10,SILVIO DAMIAN LITVIN,M,79
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,11,CLAUDIA MABEL RUIZ,F,49
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,12,RAUL ANTONIO PERALTA,M,63
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,13,NORMA LILIANA AIZAMA,F,49
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,14,ANDRES ALFONSO ALMONACID,M,42
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,15,MARIA EUGENIA RODRIGUEZ,F,51
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,16,CARLOS DANIEL ROJAS,M,43
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,17,NIDDIA SUTTNER ALVARADO,F,69
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,18,MANUEL ALEJANDRO CHAURA,M,29
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,19,ELSA BEATRIZ DE FATIMA HASAN JALIL,F,66
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,1,JORGE ALEJANDRO CARDENEZ,M,38
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,2,ANDREA ALEJANDRA NOVA VAZQUEZ,F,46
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,3,JORGE JOSE VARGAS,M,51
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,4,MAIRA LORENA ALDERETE,F,48
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,5,GUSTAVO VELAZQUEZ,M,45
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,6,MARGARITA OFELIA MOLTENI,F,73
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,7,JUAN ALBERTO OJEDA,M,59
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,8,FLORENCIA ANDREA BATISTA,F,26
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,9,WALTER DAMIAN OÑATIBIA,M,31
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,10,PAULA IRENE LUGONES ALDAO,F,49
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,11,GUILLERMO PABLO DIAZ ORTEGO,M,79
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,12,MARIA DE LOS ANGELES MORINICO,F,51
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,13,NICOLAS LEONEL BUSTOS,M,28
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,14,SILVIA INES CABAÑA,F,60
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,15,NICOLAS CALDERON,M,36
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,16,CLAUDIA GRISELDA PICCO,F,49
PROYECTO JOVEN,COALICION PAZ DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,SUPLENTES,17,VALENTIN ARIEL ASENCIO GALLARDO,M,37
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,1,ALICIA CARMEN MARCHIONDA,F,70
PROYECTO JOVEN,NUEVA DEMOCRACIA,NACIONAL,CORRIENTES,PARLAMENTARIOS DEL MERCOSUR,TITULARES,2,JOSE LUIS MUÑOZ AZPIRI,M,66
