Agrupación Política,Lista,Distrito,Cargo,Subcategoría Cargo,Posición,Precandidato,Género,Edad
PROYECTO JOVEN,UNIDOS  LISTA  A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,2,ARNALDO ALBERTO AGUIRRE,M,59
PROYECTO JOVEN,UNIDOS  LISTA  A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,3,ANA CECILIA ANTONELLI,F,45
PROYECTO JOVEN,UNIDOS  LISTA  A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,4,PABLO ALEJANDRO MARÍN,M,33
PROYECTO JOVEN,UNIDOS  LISTA  A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,5,LILIANA DEL VALLE MUÑOZ,F,59
PROYECTO JOVEN,UNIDOS  LISTA  A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,6,GUILLERMO RAUL BERGERO,M,57
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,1,JUAN CARLOS VARGAS,M,35
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,2,ERIKA ALEJANDRA VACA,F,35
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,3,LUCAS AGUSTIN BAZAN,M,32
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,4,GLADYS MICAELA FLORES,F,40
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,5,JOSE ANGEL QUEVEDO,M,57
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,6,TAMARA ABIGAIL MURUA,F,28
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,7,LEONARDO EMANUEL RODRIGUEZ,M,42
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,8,ESTRELLA DE LOURDES CARO,F,56
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,9,SECUNDINO ERNESTO SABBADIN,M,63
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,1,MARIA DEL ROSARIO BENITEZ,F,39
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,2,VICTOR LUCAS BALMACEDA,M,38
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,3,MARIA FLORENCIA OZAN,F,28
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,4,PABLO DANIEL GOMEZ,M,52
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,5,VALERIA IVANA DE LOURDES QUEVEDO,F,44
UNION POPULAR FEDERAL,CIUDADANOS C,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,6,KEVIN OCTAVIO VILLARREAL,M,30
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,1,MARIA CAROLINA GIELSOMINO LEON,F,40
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,2,DARIO NICOLÁS MARTON,M,37
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,3,GRISELDA LUCIANA CAMINOS,F,40
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,4,JOSE PEDRO MOLINA,M,61
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,5,SILVANA SOFIA DE AMBROGIO,F,41
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,6,CHRISTIAN ADRIAN SALA,M,50
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,7,CLAUDIA BELEN MOLINA,F,29
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,8,LUIS ALBERTO PASTORIZA,M,50
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,9,VIVIANA DEL CARMEN LIEGÑINI,F,54
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,1,ARIEL ANTONIO NASELLO,M,54
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,2,GABRIELA LAURA COLLOSA,F,59
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,3,EMILIANO ALEXIS LOPEZ,M,29
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,4,ALDANA ESTELA SOSA,F,28
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,5,GONZALO EZEQUIEL MIRANDA,M,25
UNION POPULAR FEDERAL,POPULARES CBA   F,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,6,RITA ALEJANDRA STELLA,F,41
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,1,MARIO ALFREDO PERAL,M,62
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,2,ROMINA ANAHÍ GIMENEZ,F,37
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,3,JORGE MAXIMILIANO RAHY,M,30
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,4,MARIA FLORENCIA OVIEDO,F,28
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,5,ADRIAN HUGO LANGGE,M,63
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,6,NORMA ISABEL CASTRO,F,59
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,7,IVAN EUGENIO MARTIN,M,45
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,8,MARIA ANDREA ROMERO,F,53
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,9,ALEJANDRO JUAN DOMINGUEZ,M,67
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,1,EVANGELINA ELVIRA COBOS,F,80
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,2,ALEXIS ADOLFO RUIZ DIAZ VALDEZ,M,38
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,3,GABRIELA ESTER PEREYRA,F,49
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,4,PABLO TEODORO CARRIZO,M,62
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,5,LAURA LEONOR TORRES,F,64
UNION POPULAR FEDERAL,"POR CLUB, CAPILLA Y COLEGIO   A",CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,6,RICARDO MARTIN SALVATIERRA,M,52
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,1,DANIEL BONIFACIO OVIEDO,M,65
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,2,MARIA DE LAS MERCEDES DIAZ,F,49
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,3,GUSTAVO FABIAN TEMPORINI,M,43
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,4,MARIA GABRIELA URDININEA,F,51
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,5,DAVID ALEJANDRO IRUSTA,M,44
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,6,MARIELA FERNANDA NIETO,F,42
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,7,CLAUDIO ALBERTO BRITO,M,51
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,8,MARCELA CELESTINA CABRERA,F,45
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,9,ERNESTO JAVIER GUEVARA,M,57
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,1,GABRIELA ALEJANDRA RIVAS,F,47
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,2,DANIEL ALBERTO BARNARD,M,63
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,3,FLORENCIA DANIELA QUINTERO CECHI,F,34
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,4,MARTIN CAPA,M,46
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,5,DEBORA VALERIA MORILLO,F,44
UNION POPULAR FEDERAL,PRODUCCIÓN Y TRABAJO   D ,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,6,JOSE RICARDO GUDIÑO,M,42
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,1,JOSE FEDERICO ACUÑA,M,30
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,2,PAMELA ROMINA ARIAS,F,36
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,3,CARLOS FABRICIO CORDOBA QUINTEROS,M,41
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,4,PAULA MELANIA MOREYRAS,F,27
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,5,VICTOR HUGO MOREYRAS,M,57
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,6,MIRTA SUSANA PONCE,F,47
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,7,ARON BAUTISTA BUSTOS,M,58
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,8,PAULA ANDREA ELIZABETH IGLESIAS,F,43
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,9,MARCOS MARCELO CALDERON,M,40
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,1,DANIELA ROCIO INGA,F,26
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,2,GIOVANNI BOSETTI,M,26
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,3,ANA LUCIA MORENO,F,56
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,4,LUCAS HERNAN REYES,M,28
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,5,FLAVIA TATIANA MORENO,F,34
UNION POPULAR FEDERAL,UNIDOS POR LA GENTE   B,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,6,JUAN MANUEL OLIVA,M,44
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,1,GABRIELA BEATRIZ ESTEVEZ,F,45
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,2,JUAN MARTIN FRESNEDA,M,48
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,3,LETICIA MEDINA,F,47
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,4,MARTIN ANDRES TOSELLI,M,34
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,5,VERONICA JUDITH CALARCO,F,50
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,6,FACUNDO MATIAS ARMELLA,M,28
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,7,GLENDA SILVANA HENZE,F,48
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,8,RODRIGO GASTON SANCHEZ COTELLA,M,36
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,9,MARIA FLORENCIA EDITH DAHBAR,F,35
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,1,ARIEL CEFERINO CHIARIOTTI,M,51
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,2,DANIELA VERONICA ANDINO GILABERT,F,48
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,3,DANTE HERMINIO VISUARA,M,50
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,4,DEBORA JUDITH KORAJ,F,30
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,5,FEDERICO SEBASTIAN MARQUEZ,M,44
UNION POR LA PATRIA,CELESTE Y BLANCA   A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,6,GABRIELA INES REYES,F,39
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,1,ANGELA MILENA BURGOS NIÑO,F,35
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,2,ALBERTO FERREYRA,M,60
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,3,MARIA CRISTINA SERRANO,F,52
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,4,CARLOS RAUL ZANCO,M,61
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,5,NORA BEATRIZ BAZAN,F,44
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,6,HECTOR DANTE VATT,M,57
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,7,MONICA ELSA FERREYRA,F,56
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,8,CARLOS EDUARDO CUESTA,M,74
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,9,ESTELA DEL VALLE LUNA,F,60
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,1,ADRIAN NELSON PAEZ,M,40
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,2,MARIELA VIVIANA COUCE,F,49
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,3,ROLANDO ISMAEL JODAR,M,27
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,4,PATRICIA FERREYRA,F,59
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,5,WALTER NESTOR LAMBERTI,M,58
UNITE POR LA LIBERTAD Y LA DIGNIDAD,CAMPO POPULAR B,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,6,LAURA ELIZABETH PACHECO,F,33
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,1,CARLOS ALBERTO AGUIRRE,M,47
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,2,ANALIA BEATRIZ TORANZO,F,48
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,3,JUAN ALBERTO GERENIERE,M,79
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,4,SILVIA TERESA QUIROGA,F,46
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,5,DANIEL EDUARDO PENNESSI,M,54
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,6,CARMEN GABRIELA DIAZ,F,44
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,7,MARCELO ADRIAN GERENIERE MASSEY,M,47
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,8,GISELA NOELIA NUÑEZ,F,35
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,TITULARES,9,MAURICIO ARIEL LAGUIA,M,47
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,1,ROCIO MICAELA TULIAN,F,29
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,2,MARTIN ALBERTO DIAZ,M,54
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,3,DORA ELSA CISTERNA,F,82
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,4,NICOLAS ALEJANDRO MOLTISANTI,M,26
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,5,DANIELA ALEJANDRA SAYAVEDRA COLAZO,F,45
UNITE POR LA LIBERTAD Y LA DIGNIDAD,DEMOS A,CÓRDOBA,DIPUTADOS NACIONALES,SUPLENTES,6,JOSE EDUARDO VILLENA,M,48
COMPROMISO FEDERAL,EVOLUCION Y PROGRESO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,1,DANIEL ESTEBAN ARCE,M,57
COMPROMISO FEDERAL,EVOLUCION Y PROGRESO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,2,ANDREA CLAUDIA PONCE,F,49
COMPROMISO FEDERAL,EVOLUCION Y PROGRESO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,3,MIGUEL ANGEL SILVERO,M,38
COMPROMISO FEDERAL,EVOLUCION Y PROGRESO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,4,CLAUDIA PATRICIA MERLO,F,57
COMPROMISO FEDERAL,EVOLUCION Y PROGRESO,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,1,MARCOS HUMBERTO DANUZZO,M,47
COMPROMISO FEDERAL,EVOLUCION Y PROGRESO,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,2,MONICA LILIANA CACERES,F,35
ENCUENTRO POR CORRIENTES - ECO + VAMOS CORRIENTES,VERDE,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,1,ALFREDO VALLEJOS,M,51
ENCUENTRO POR CORRIENTES - ECO + VAMOS CORRIENTES,VERDE,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,2,INGRID JETTER,F,52
ENCUENTRO POR CORRIENTES - ECO + VAMOS CORRIENTES,VERDE,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,3,FEDERICO TOURNIER,M,48
ENCUENTRO POR CORRIENTES - ECO + VAMOS CORRIENTES,VERDE,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,4,GABY GAUNA,F,36
ENCUENTRO POR CORRIENTES - ECO + VAMOS CORRIENTES,VERDE,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,1,ADRIAN POPESCU,M,35
ENCUENTRO POR CORRIENTES - ECO + VAMOS CORRIENTES,VERDE,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,2,CYNTHYA BRIEND,F,40
ENCUENTRO POR CORRIENTES - ECO + VAMOS CORRIENTES,VERDE,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,3,"RAUL """"PIN"""" SAND",M,52
HACEMOS POR NUESTRO PAIS,FORO SOCIALCRISTIANO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,1,ELVIRA LUISA MIRANDA,F,63
HACEMOS POR NUESTRO PAIS,FORO SOCIALCRISTIANO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,2,REYNALDO ALEJANDRO STURLA,M,49
HACEMOS POR NUESTRO PAIS,FORO SOCIALCRISTIANO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,3,SUSANA GISEL OVIEDO,F,48
HACEMOS POR NUESTRO PAIS,FORO SOCIALCRISTIANO,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,4,MARTIN ARIEL MICELLI BRUZZO,M,49
HACEMOS POR NUESTRO PAIS,FORO SOCIALCRISTIANO,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,1,ANGELICA LILIAN COLETTI,F,45
HACEMOS POR NUESTRO PAIS,FORO SOCIALCRISTIANO,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,2,OSVALDO DAVID CANEVA,M,51
HACEMOS POR NUESTRO PAIS,FORO SOCIALCRISTIANO,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,3,MARIA BELEN AYALA,F,28
HACEMOS POR NUESTRO PAIS,HACEMOS JUNTOS,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,1,MARIA HILDA ALMADA,F,65
HACEMOS POR NUESTRO PAIS,HACEMOS JUNTOS,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,2,PABLO MARTIN CANDIA,M,29
HACEMOS POR NUESTRO PAIS,HACEMOS JUNTOS,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,3,CLAUDIA BEATRIZ SENA,F,34
HACEMOS POR NUESTRO PAIS,HACEMOS JUNTOS,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,4,CARLOS FABIAN CHAVEZ,M,47
HACEMOS POR NUESTRO PAIS,HACEMOS JUNTOS,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,1,ORFILIA DEL CARMEN BATALLA,F,68
HACEMOS POR NUESTRO PAIS,HACEMOS JUNTOS,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,2,JUAN PANTALEON EUGENIO ALMADA,M,59
HACEMOS POR NUESTRO PAIS,HACEMOS JUNTOS,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,3,MARIA SILVINA PARODI,F,51
LA LIBERTAD AVANZA,VIVA LA LIBERTAD,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,1,CLAUDIO LISANDRO ALMIRON,M,50
LA LIBERTAD AVANZA,VIVA LA LIBERTAD,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,2,ANDREA CLIVIA CODELLO,F,54
LA LIBERTAD AVANZA,VIVA LA LIBERTAD,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,3,RAMON BRIGIDO LOPEZ RIVADENEIRA,M,58
LA LIBERTAD AVANZA,VIVA LA LIBERTAD,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,4,VALERIA LEONELA ARIAS FADER,F,43
LA LIBERTAD AVANZA,VIVA LA LIBERTAD,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,1,DAVID OSCAR MOULIN,M,49
LA LIBERTAD AVANZA,VIVA LA LIBERTAD,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,2,CAROLINA ELIZABETH YANCOVICH,F,52
LA LIBERTAD AVANZA,VIVA LA LIBERTAD,CORRIENTES,DIPUTADOS NACIONALES,SUPLENTES,3,WALTER ANGEL CASTILLO,M,54
"MOV. INTEG. LATIONAMERICANA DE EXPRESION SOCIAL POR TIERRA, TECHO Y TRABAJO (MILES TTT)",PRINCIPIOS Y VALORES,CORRIENTES,DIPUTADOS NACIONALES,TITULARES,1,EMILIO RICARDO ROTELA,M,64
