Agrupación Política,Lista,Distrito,Cargo,Subcategoría Cargo,Posición,Precandidato,Género,Edad
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,34,NORMA GRACIELA MARTINEZ,F,60
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,35,WALTER ARNALDO SANCHEZ,M,63
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,1,YESICA NOEMI CARRAZAN,F,37
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,2,JONATHAN EMILIANO FERNANDEZ,M,33
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,3,NORMA MARGARITA JOFRE,F,58
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,4,RODRIGO EMANUEL AQUINO,M,30
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,5,ROSA HAYDEE FLORENTIN,F,57
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,6,LUCIANO GRACIADIO,M,29
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,7,GABRIELA YOLANDA LOMBARDO,F,54
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,8,FABIAN RAMON MILESSI,M,59
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,9,ZULMA ANGELICA MELIAN,F,57
CORRIENTE DE PENSAMIENTO BONAERENSE,CORRIENTE DE PENSAMIENTO AUTENTICA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,10,VICTOR ALEJANDRO GUTIERREZ,M,43
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,1,CHRISTIAN CARLOS HERNAN CASTILLO,M,56
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,2,MONICA LETICIA SCHLOTTHAUER,F,60
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,3,JUAN CARLOS GIORDANO,M,61
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,4,MARIA BELEN BLANCH FLOWER,F,33
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,5,JORGE GABRIEL MEDINA,M,40
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,6,AGUSTINA BELEN RIVERO,F,25
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,7,DIEGO GASTON MARTINEZ,M,40
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,8,NATALIA JORGELINA AGUILERA,F,40
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,9,LUIS MARIANO SUCHER,M,45
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,10,ANDREA VIVIANA RIVAROLA,F,54
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,11,EDUARDO FABIAN ESPEJO,M,58
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,12,ANA BETINA REGUITO,F,41
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,13,VICTOR OCTAVIO OTTOBONI,M,48
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,14,ANA LAURA AGUILERA,F,40
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,15,JUAN CARLOS BEICA,M,68
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,16,MAGALI LUZARDO,F,25
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,17,HECTOR FABIAN AVENDAÑO,M,52
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,18,MARIA FERNANDA LOPEZ,F,47
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,19,MARCELO DANIEL GONZALEZ,M,59
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,20,MARIA CELESTE SCHMIDT,F,28
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,21,DUILIO VICENTE PETRUNGARO,M,51
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,22,ROCIO JIMENA ROBLES,F,33
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,23,FACUNDO MARTIN PILARCHE,M,41
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,24,NADIA GISELLE ALESSANDRELLI,F,33
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,25,PABLO MARTIN TAVOLARO,M,48
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,26,VICTORIA MICAELA CAMPOS,F,39
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,27,KEVIN CRINIGAN,M,31
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,28,ANA URIBE ECHEVARRIA,F,32
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,29,MARIO ERNESTO LUACES,M,38
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,30,ANDREA CELESTE PRIETO MARTINEZ,F,26
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,31,ARIEL MARCELO SOMER,M,46
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,32,LILIANA VERONICA VERA IBAÑEZ,F,47
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,33,OVIDIO BENIGNO ROMERO,M,64
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,34,FERNANDA GABRIELA CAPURRO,F,47
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,35,SEGUNDO ASSE,M,25
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,1,MARIA FLORENCIA RODRIGUEZ,F,39
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,2,GUSTAVO ADOLFO MICHEL,M,44
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,3,LAURA FLORENCIA COSTANZO,F,44
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,4,ALEJANDRO DAMIÁN VILLARREAL,M,40
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,5,GRACIELA RAQUEL MORENO,F,52
FRENTE DE IZQUIERDA Y DE TRABAJADORES,A UNIR Y FORTALECER LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,6,JAVIER ENRIQUE APARICIO,M,52
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,1,NESTOR PITROLA,M,71
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,2,ANDREA LANZETTE,F,49
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,3,FERNANDO SACARELO,M,67
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,4,DAIANA CABRERA,F,32
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,5,EDUARDO MANSILLA,M,41
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,6,NORMA LEZANA,F,62
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,7,GUILLERMO  GARCIA,M,70
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,8,GABRIELA  DE LA ROSA,F,34
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,9,"DANIEL """"POLLO"""" LUNA",M,52
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,10,MALENA GARCIA BARCELO,F,25
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,11,DIEGO OSCAR MIGUEZ,M,49
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,12,NORA BIAGGIO,F,71
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,13,MATIAS TOMASELLO,M,43
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,14,MONICA  AGUIRRE,F,47
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,15,JORGE SEBASTIAN GODOY,M,45
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,16,CARMEN ACUÑA,F,58
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,17,FERNANDO MACHUCA,M,35
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,18,LORENA BARBUTO,F,52
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,19,CLAUDIO  CARREÑO,M,55
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,20,ISABEL MORALES,F,44
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,21,SEBASTIAN RODRIGUEZ,M,47
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,22,NORMA BEATRIZ PEREZ,F,38
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,23,FERNANDO VILLOSLADA,M,53
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,24,PIA GARRALDA,F,36
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,25,DANIEL ENRIQUE SUAREZ,M,50
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,26,MARCELA FABIANA MORENO,F,53
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,27,CARLOS ALBERTO TOLEDO,M,60
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,28,LUCIA URQUIZO,F,33
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,29,SANTIAGO SPOSITO,M,30
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,30,MARCELA ALEJANDRA LEGUIZAMON,F,60
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,31,CRISTIAN EMANUEL NIETO,M,37
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,32,LILIANA KUNIS,F,69
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,33,MARIA INES DEMATEIS,F,59
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,34,JULIO MARTIN PAVON,M,38
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,35,CAMILA VALLEJOS,F,26
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,1,"MARIA INES """"CHURI"""" URO",F,56
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,2,ALBERTO OSCAR VELO,M,69
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,3,LIDIA ESTER CUSILLO,F,64
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,4,JUAN CARLOS MOYA,M,42
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,5,FABIANA TORRES,F,46
FRENTE DE IZQUIERDA Y DE TRABAJADORES,B UNIDAD DE LUCHADORES Y LA IZQUIERDA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,6,BRAIAN CONDORI ROJAS,M,27
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,1,SEBASTIAN JORGE SALVADOR BUSTAMANTE,M,41
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,2,ELIANA SOLANGE ALOE,F,37
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,3,SEGUNDO FAVIO RASGIDO,M,75
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,4,SILVIA IRENE BOSTJANCIC,F,52
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,5,OSCAR RUBEN LOYOLA,M,73
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,6,ANDREA MABEL MUSSA,F,57
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,7,LUCAS LEONARDO JOEL ALDAY,M,31
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,8,KARIM BEATRIZ BARIANI,F,52
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,9,DANIEL HUGO URSINO,M,65
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,10,LIDIA CACERES,F,69
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,11,CLAUDIO JAVIER ROJAS,M,49
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,12,ROXANA NOEMI LEDESMA,F,40
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,13,MARTIN DE PAUL,M,45
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,14,ANGELICA BELLANI,F,46
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,15,JORGE LUIS GIUSQUIAMI,M,44
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,16,ANA CLARA ESTEFANIA BENITEZ,F,35
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,17,EDUARDO GASTON OLIVERA,M,44
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,18,ELIZABETH ACOSTA,F,37
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,19,MARCOS ARIEL HEVIA,M,38
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,20,JUANA DANIELA AGUIRRE,F,32
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,21,VICTOR MANUEL ARRIETA,M,41
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,22,CLAUDIA BEATRIZ ALMIRON,F,56
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,23,HUMBERTO SANTILLAN,M,68
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,24,ROXANA ALICIA VALDEZ,F,54
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,25,JUAN ROBERTO PAVON,M,73
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,26,ROMINA GISELE ESPINOZA,F,32
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,27,JOSE MARIO PEREYRA,M,78
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,28,INGRID SOLEDAD AQUINO,F,27
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,29,DAVID RAMON DIAZ,M,28
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,30,SILVINA ANGELICA QUIROZ,F,28
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,31,GONZALO GUARDIA,M,48
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,32,NELIDA RAMONA VISCARRA,F,56
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,33,AGUSTIN EDUARDO GARCIA VAZQUEZ,M,27
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,34,SILVIA GARNICA,F,45
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,TITULARES,35,GABRIEL ALEJANDRO OLIVERA,M,41
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,1,ROSA CATALINA DOMINGUEZ,F,77
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,2,CRISTIAN DARIO SANCHEZ,M,37
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,3,CLARA MABEL VILLALBA,F,63
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,4,MATIAS SEBASTIAN RAMIREZ,M,31
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,5,MARCIA SOLEDAD BUSTAMANTE,F,46
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,6,MATIAS OSCAR VILLALBA,M,25
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,7,GABRIELA SUSANA DOMINGUEZ,F,49
FRENTE PATRIOTA FEDERAL,PRIMERO LA PATRIA,BUENOS AIRES,DIPUTADOS NACIONALES,SUPLENTES,8,CRISTIAN GABRIEL CACERES,M,37
