Agrupación Política,Lista,Distrito,Cargo,Subcategoría Cargo,Posición,Precandidato,Género,Edad
PARTIDO SOCIALISTA,HACEMOS UNIDOS POR SAN JUAN,SAN JUAN,SENADORES NACIONALES,SUPLENTES,1,LEONARDO RAUL DRAZIC,M,58
PARTIDO SOCIALISTA,HACEMOS UNIDOS POR SAN JUAN,SAN JUAN,SENADORES NACIONALES,SUPLENTES,2,VALERIA DEL VALLE QUINTANA,F,54
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,1B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN LUIS,SENADORES NACIONALES,TITULARES,1,IVAN AMADO,M,37
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,1B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN LUIS,SENADORES NACIONALES,TITULARES,2,SUSANA AMIEVA,F,63
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,1B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN LUIS,SENADORES NACIONALES,SUPLENTES,1,JOSE LUIS SOLOA,M,48
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,1B UNIDAD DE LUCHADORES Y LA IZQUIERDA,SAN LUIS,SENADORES NACIONALES,SUPLENTES,2,MARCELA DAGFAL,F,60
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,UNIR Y FORTALECER LA IZQUIERDA (1A),SAN LUIS,SENADORES NACIONALES,TITULARES,1,JOHANA GOMEZ,F,35
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,UNIR Y FORTALECER LA IZQUIERDA (1A),SAN LUIS,SENADORES NACIONALES,TITULARES,2,NAHUEL ARIAS,M,33
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,UNIR Y FORTALECER LA IZQUIERDA (1A),SAN LUIS,SENADORES NACIONALES,SUPLENTES,1,SANDRA PONZIO,F,58
ALIANZA FRENTE DE IZQUIERDA Y DE TRABAJADORES UNIDAD  SAN LUIS,UNIR Y FORTALECER LA IZQUIERDA (1A),SAN LUIS,SENADORES NACIONALES,SUPLENTES,2,LUIS LOYOLA,M,42
ALIANZA LA LIBERTAD AVANZA SAN LUIS,DOGMA LIBERTARIO,SAN LUIS,SENADORES NACIONALES,TITULARES,1,BARTOLOME ESTEBAN ABDALA,M,59
ALIANZA LA LIBERTAD AVANZA SAN LUIS,DOGMA LIBERTARIO,SAN LUIS,SENADORES NACIONALES,TITULARES,2,IVANNA MARCELA ARRASCAETA,F,43
ALIANZA LA LIBERTAD AVANZA SAN LUIS,DOGMA LIBERTARIO,SAN LUIS,SENADORES NACIONALES,SUPLENTES,1,CARLOS OMAR VILA,M,60
ALIANZA LA LIBERTAD AVANZA SAN LUIS,DOGMA LIBERTARIO,SAN LUIS,SENADORES NACIONALES,SUPLENTES,2,GISELA ANABELLA GALINDEZ,F,48
JUNTOS POR EL CAMBIO  SAN LUIS,EL CAMBIO DE NUESTRAS VIDAS,SAN LUIS,SENADORES NACIONALES,TITULARES,1,GABRIELA GONZALEZ RIOLLO,F,38
JUNTOS POR EL CAMBIO  SAN LUIS,EL CAMBIO DE NUESTRAS VIDAS,SAN LUIS,SENADORES NACIONALES,TITULARES,2,FEDERICO ALBERTO TROMBOTTO,M,52
JUNTOS POR EL CAMBIO  SAN LUIS,EL CAMBIO DE NUESTRAS VIDAS,SAN LUIS,SENADORES NACIONALES,SUPLENTES,1,MARIA EUGENIA FERNANDEZ BERGESE,F,36
JUNTOS POR EL CAMBIO  SAN LUIS,EL CAMBIO DE NUESTRAS VIDAS,SAN LUIS,SENADORES NACIONALES,SUPLENTES,2,WALDO AMÉRICO PEREZ,M,58
JUNTOS POR EL CAMBIO  SAN LUIS,LA FUERZA DEL CAMBIO,SAN LUIS,SENADORES NACIONALES,TITULARES,1,JORGE ALBERTO LUCERO,M,55
JUNTOS POR EL CAMBIO  SAN LUIS,LA FUERZA DEL CAMBIO,SAN LUIS,SENADORES NACIONALES,TITULARES,2,SANDRA ELIZABETH BARROSO,F,56
JUNTOS POR EL CAMBIO  SAN LUIS,LA FUERZA DEL CAMBIO,SAN LUIS,SENADORES NACIONALES,SUPLENTES,1,DANIEL FEDERICO BERRO,M,33
JUNTOS POR EL CAMBIO  SAN LUIS,LA FUERZA DEL CAMBIO,SAN LUIS,SENADORES NACIONALES,SUPLENTES,2,NOELIA INES VERED,F,35
MOVIMIENTO AL SOCIALISMO SAN LUIS,IZQUIERDA ANTICAPITALISTA,SAN LUIS,SENADORES NACIONALES,TITULARES,1,JUAN MARIO MIGANI,M,67
MOVIMIENTO AL SOCIALISMO SAN LUIS,IZQUIERDA ANTICAPITALISTA,SAN LUIS,SENADORES NACIONALES,TITULARES,2,ANAHI JAZMIN GALLARDO LUNA,F,33
MOVIMIENTO AL SOCIALISMO SAN LUIS,IZQUIERDA ANTICAPITALISTA,SAN LUIS,SENADORES NACIONALES,SUPLENTES,1,FRANCO SANTIAGO BARBERO,M,36
MOVIMIENTO AL SOCIALISMO SAN LUIS,IZQUIERDA ANTICAPITALISTA,SAN LUIS,SENADORES NACIONALES,SUPLENTES,2,ANA CELIA VILLEGAS,F,58
MOVIMIENTO LIBRES DEL SUR SAN LUIS,AZUL Y ROJO,SAN LUIS,SENADORES NACIONALES,TITULARES,1,JOAQUIN EMILIO MANSILLA,M,43
MOVIMIENTO LIBRES DEL SUR SAN LUIS,AZUL Y ROJO,SAN LUIS,SENADORES NACIONALES,TITULARES,2,CECILIA ALEJANDRA RIQUELME,F,33
MOVIMIENTO LIBRES DEL SUR SAN LUIS,AZUL Y ROJO,SAN LUIS,SENADORES NACIONALES,SUPLENTES,1,DAMIAN AUGUSTO FLORES,M,32
MOVIMIENTO LIBRES DEL SUR SAN LUIS,AZUL Y ROJO,SAN LUIS,SENADORES NACIONALES,SUPLENTES,2,CLAUDIA GABRIELA RODRIGUEZ,F,47
PARTIDO DEMOCRATA SAN LUIS,DEMOCRATAS POR LA LIBERTAD,SAN LUIS,SENADORES NACIONALES,TITULARES,1,ALICIA ROMER,F,73
PARTIDO DEMOCRATA SAN LUIS,DEMOCRATAS POR LA LIBERTAD,SAN LUIS,SENADORES NACIONALES,TITULARES,2,MAURICIO ANDRES PESTCHANKER,M,39
PARTIDO DEMOCRATA SAN LUIS,DEMOCRATAS POR LA LIBERTAD,SAN LUIS,SENADORES NACIONALES,SUPLENTES,1,CLAUDIA NOGUEIRA,F,48
PARTIDO DEMOCRATA SAN LUIS,DEMOCRATAS POR LA LIBERTAD,SAN LUIS,SENADORES NACIONALES,SUPLENTES,2,PABLO BIANCHI,M,70
PARTIDO UNION Y LIBERTAD SAN LUIS,L1,SAN LUIS,SENADORES NACIONALES,TITULARES,1,EDUARDO JORGE GOMINA,M,61
PARTIDO UNION Y LIBERTAD SAN LUIS,L1,SAN LUIS,SENADORES NACIONALES,TITULARES,2,PAMELA PAOLA PARDO,F,33
PARTIDO UNION Y LIBERTAD SAN LUIS,L1,SAN LUIS,SENADORES NACIONALES,SUPLENTES,1,DIEGO SEBASTIAN BARRERA,M,45
PARTIDO UNION Y LIBERTAD SAN LUIS,L1,SAN LUIS,SENADORES NACIONALES,SUPLENTES,2,MARIA ELIA LEYES,F,46
UNION POR SAN LUIS,CELESTE UNIDAD,SAN LUIS,SENADORES NACIONALES,TITULARES,1,FERNANDO ALDO SALINO,M,63
UNION POR SAN LUIS,CELESTE UNIDAD,SAN LUIS,SENADORES NACIONALES,TITULARES,2,CINTIA MARINA RAMIREZ,F,35
UNION POR SAN LUIS,CELESTE UNIDAD,SAN LUIS,SENADORES NACIONALES,SUPLENTES,1,FERNANDO EDUARDO LARROUDE,M,53
UNION POR SAN LUIS,CELESTE UNIDAD,SAN LUIS,SENADORES NACIONALES,SUPLENTES,2,JOSEFINA DEL VALLE ALDANA,F,71
AGRUPACION MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,SANTA CRUZ,SENADORES NACIONALES,TITULARES,1,FELIPE ANDRES CERVINE,M,77
AGRUPACION MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,SANTA CRUZ,SENADORES NACIONALES,TITULARES,2,ROSA CLARA IRUSTA,F,66
AGRUPACION MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,1,LEONARDO NICOLAS MORALES,M,39
AGRUPACION MOVIMIENTO AL SOCIALISMO,IZQUIERDA ANTICAPITALISTA,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,2,CYNTHIA PAMELA MUÑOZ,F,37
ALIANZA CAMBIA SANTA CRUZ,EL CAMBIO DE NUESTRAS VIDAS,SANTA CRUZ,SENADORES NACIONALES,TITULARES,1,EDUARDO COSTA,M,62
ALIANZA CAMBIA SANTA CRUZ,EL CAMBIO DE NUESTRAS VIDAS,SANTA CRUZ,SENADORES NACIONALES,TITULARES,2,ANDREA GALLEGOS,F,36
ALIANZA CAMBIA SANTA CRUZ,EL CAMBIO DE NUESTRAS VIDAS,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,1,CESAR GUATTI,M,63
ALIANZA CAMBIA SANTA CRUZ,EL CAMBIO DE NUESTRAS VIDAS,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,2,SUSANA TOLEDO,F,52
ALIANZA CAMBIA SANTA CRUZ,SUMAMOS FUERZAS EN SANTA CRUZ,SANTA CRUZ,SENADORES NACIONALES,TITULARES,1,MARIA BELEN TAPIA,F,50
ALIANZA CAMBIA SANTA CRUZ,SUMAMOS FUERZAS EN SANTA CRUZ,SANTA CRUZ,SENADORES NACIONALES,TITULARES,2,CARLOS JORGE ZIEHLKE,M,65
ALIANZA CAMBIA SANTA CRUZ,SUMAMOS FUERZAS EN SANTA CRUZ,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,1,LUZ MARISOL MALDONADO,F,45
ALIANZA CAMBIA SANTA CRUZ,SUMAMOS FUERZAS EN SANTA CRUZ,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,2,PEDRO DE CARLI,M,57
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,SANTA CRUZ,SENADORES NACIONALES,TITULARES,1,MIGUEL DEL PLA,M,71
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,SANTA CRUZ,SENADORES NACIONALES,TITULARES,2,YESICA PAOLA AGUILAR,F,35
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,1,PABLO JAVIER GARCIA,M,37
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIDAD DE LUCHADORES Y LA IZQUIERDA,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,2,ANALIA ROMINA VARGAS,F,38
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SANTA CRUZ,SENADORES NACIONALES,TITULARES,1,MARCELA DEL CARMEN CHAILE,F,49
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SANTA CRUZ,SENADORES NACIONALES,TITULARES,2,ERNESTO ANGEL VALDIVIEZO,M,46
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,1,IRMA INES TEJERINA,F,51
ALIANZA FRENTE DE IZQUIERDA Y DE LOS TRABAJADORES-UNIDAD,1A UNIR Y FORTALECER LA IZQUIERDA,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,2,DANIEL OSVALDO GIMENEZ,M,49
ALIANZA POR SANTA CRUZ,HACER SANTA CRUZ,SANTA CRUZ,SENADORES NACIONALES,TITULARES,1,JOSE MARIA CARAMBIA,M,39
ALIANZA POR SANTA CRUZ,HACER SANTA CRUZ,SANTA CRUZ,SENADORES NACIONALES,TITULARES,2,NATALIA ELENA GADANO,F,41
ALIANZA POR SANTA CRUZ,HACER SANTA CRUZ,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,1,JAIME HORACIO ALVAREZ,M,54
ALIANZA POR SANTA CRUZ,HACER SANTA CRUZ,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,2,ETELVINA DEL CARMEN ROJAS,F,63
ALIANZA UNION POR LA PATRIA,ACUERDO SANTACRUCEÑO,SANTA CRUZ,SENADORES NACIONALES,TITULARES,1,ALICIA KIRCHNER,F,77
ALIANZA UNION POR LA PATRIA,ACUERDO SANTACRUCEÑO,SANTA CRUZ,SENADORES NACIONALES,TITULARES,2,PABLO GONZALEZ,M,55
ALIANZA UNION POR LA PATRIA,ACUERDO SANTACRUCEÑO,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,1,LORENA ELIANA BELTRAN,F,43
ALIANZA UNION POR LA PATRIA,ACUERDO SANTACRUCEÑO,SANTA CRUZ,SENADORES NACIONALES,SUPLENTES,2,SERGIO ROBERTO VIOTTI,M,54
